120,"1,5","1,5",3,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
898,168,"3,75",2,0,"5,11",1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3293",0,0,1,0,0,0,0,,,,,,1,1,1,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,1,0,,,"0,2404","0,2899","0,2447","0,3821",,"0,9710","0,9403","0,0307",2,0,2,0,0,2,0,1,2,0,1,0,2,0,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",6
899,"171,75","3,75",2,1,"4,43",1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3300",1,1,0,0,1,0,0,,,,,,1,0,0,0,1,,,,,,1,0,0,,,,,,,1,1,,,,,,0,0,,,"0,2416","0,2968","0,2461","0,3896",,"0,9968","1,0000","-0,0032",1,2,2,2,2,0,2,0,1,2,1,1,2,1,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
900,171,"-0,75",1,1,"2,38",0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3296",1,1,0,0,1,0,1,,,,,,1,0,0,0,0,0,,,,,1,0,0,,,,,,,1,1,0,,,,,0,0,,,"0,2415","0,2971","0,2449","0,3911",,"0,9887","0,9968","-0,0081",0,2,2,2,2,0,0,1,0,2,2,1,1,2,1,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",0
901,171,"-0,75",1,0,"1,82",0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3293",1,0,0,0,0,0,1,,,,,,0,0,0,0,1,0,,,,,0,0,0,,,,,,,1,0,0,,,,,0,0,,,"0,2415","0,3188","0,2440","0,3966",,"0,9544","0,9710","-0,0165",2,2,0,0,2,0,0,0,1,1,2,0,2,2,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",6,9,"0,4","0,6","-1,321928095","-0,7369655942",0
902,171,-3,0,0,"1,1",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3289",1,0,0,0,0,0,1,,,,,,0,0,0,0,0,1,,,,,0,0,0,,,,,,,1,0,1,,,,,0,0,,,"0,2406","0,3031","0,2435","0,3842",,"0,8960","0,9183","-0,0223",2,2,0,1,2,0,1,0,0,1,1,0,1,2,2,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
903,171,-3,0,0,"1,12",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3285",1,0,0,0,0,0,0,,,,,,0,0,1,0,0,1,,,,,0,0,0,,,,,,,1,0,1,,,,,0,0,,,"0,2396","0,2943","0,2430","0,3793",,"0,8960","0,9183","-0,0223",2,2,1,1,2,0,1,0,2,0,1,0,1,1,2,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
904,168,-3,0,1,"1,31",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3282",0,0,0,1,0,0,0,,,,,,0,0,0,0,1,1,,,,,0,1,0,,,,,,,0,0,1,,,,,0,0,,,"0,2396","0,2962","0,2430","0,3811",,"0,8113","0,8366","-0,0254",2,0,1,0,0,0,1,2,1,0,0,0,2,0,2,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
905,"167,25","-0,75",1,1,"2,6",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3278",0,0,0,1,0,0,0,,,,,,1,0,0,0,1,0,,,,,0,1,0,,,,,,,1,0,0,,,,,0,0,,,"0,2396","0,3049","0,2431","0,3983",,"0,8113","0,8366","-0,0254",1,0,2,1,2,0,1,2,1,1,1,1,2,1,0,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
906,"167,25","-0,75",1,0,"2,35",0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3275",0,0,1,1,0,1,1,,,,,,0,1,0,1,1,0,,,,,0,1,1,,,,,,,1,0,0,,,,,1,1,,,"0,2395","0,3061","0,2419","0,3838",,"0,9887","0,9968","-0,0081",1,1,1,0,2,2,0,2,0,1,2,2,2,2,1,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",0
907,171,"3,75",2,1,"3,29",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3282",1,0,1,0,0,0,0,,,,,,0,1,0,0,0,0,,,,,0,0,0,,,,,,,0,0,0,,,,,1,0,,,"0,2389","0,2911","0,2411","0,3787",,"0,8113","0,7219","0,0894",2,2,0,1,0,2,0,0,1,1,0,1,0,1,1,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",3,12,"0,2","0,8","-2,321928095","-0,3219280949",4
908,171,"-0,75",1,0,"2,42",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3278",0,1,0,0,0,0,1,,,,,,0,0,0,0,0,0,,,,,1,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,2384","0,3021","0,2424","0,4231",,"0,5436","0,5665","-0,0229",0,0,0,2,1,1,0,0,0,1,1,1,0,2,1,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
909,171,"3,75",2,0,"4,48",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3286",0,1,0,0,1,0,0,,,,,,0,0,1,0,0,0,,,,,1,0,0,,,,,,,0,1,0,,,,,0,0,,,"0,2377","0,2634","0,2416","0,3980",,"0,8113","0,7219","0,0894",1,0,0,2,1,1,1,1,2,2,1,0,0,1,0,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",3,12,"0,2","0,8","-2,321928095","-0,3219280949",4
910,"174,75","3,75",2,1,"4,41",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3293",1,1,1,0,0,0,0,,,,,,0,1,0,0,0,0,,,,,1,0,0,,,,,,,0,0,0,,,,,1,0,,,"0,2386","0,2769","0,2426","0,3974",,"0,9544","0,9183","0,0361",0,2,1,2,0,2,2,1,0,0,2,0,0,1,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
911,174,"-0,75",1,1,"1,85",0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3289",1,1,1,0,0,1,1,,,,,,0,1,0,1,0,1,,,,,1,0,1,,,,,,,0,0,1,,,,,1,1,,,"0,2386","0,2857","0,2417","0,3934",,"0,9544","0,9710","-0,0165",0,2,0,2,1,2,1,1,0,0,1,2,1,2,2,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",6,9,"0,4","0,6","-1,321928095","-0,7369655942",0
912,174,-3,0,0,"1,41",0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3286",0,1,1,0,0,1,1,,,,,,1,1,1,1,0,0,,,,,1,0,1,,,,,,,0,0,0,,,,,1,1,,,"0,2364","0,2808","0,2404","0,3897",,"1,0000","0,9968","0,0032",2,0,2,2,1,2,2,1,2,0,0,2,0,2,0,,,,,,,,,,8,8,"0,5","0,5",-1,-1,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",0
913,174,"-0,75",1,0,"2,31",0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3282",1,0,0,0,0,0,1,,,,,,0,0,1,0,1,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,2364","0,2671","0,2395","0,3677",,"0,9544","0,9710","-0,0165",0,2,1,1,1,1,2,1,2,0,2,0,2,2,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",6,9,"0,4","0,6","-1,321928095","-0,7369655942",0
914,171,-3,0,1,"1,09",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3279",0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,,,,,0,0,0,,,,,,,1,0,0,,,,,0,0,,,"0,2375","0,3019","0,2402","0,3868",,"0,6962","0,7219","-0,0257",1,1,2,0,2,1,2,0,0,1,1,1,1,0,0,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
915,168,-3,0,1,"1,29",0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3275",1,0,1,0,0,0,1,,,,,,0,1,1,0,0,0,,,,,0,0,0,,,,,,,1,0,0,,,,,1,0,,,"0,2366","0,3012","0,2397","0,3762",,"0,8960","0,9183","-0,0223",0,2,1,1,2,2,1,1,2,1,0,0,0,2,0,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
916,168,-3,0,0,"1,14",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3272",0,1,0,1,0,0,0,,,,,,1,0,0,0,0,1,,,,,1,1,0,,,,,,,0,0,1,,,,,0,0,,,"0,2366","0,3153","0,2398","0,3849",,"0,8113","0,8366","-0,0254",0,1,2,2,0,1,0,2,0,0,0,0,0,1,2,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
917,168,"3,75",2,0,"3,52",1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3279",0,0,0,1,0,1,1,,,,,,1,0,0,1,0,0,,,,,0,1,1,,,,,,,0,0,0,,,,,0,1,,,"0,2374","0,3211","0,2407","0,3902",,"0,9544","0,9183","0,0361",0,1,2,0,1,1,2,2,0,0,1,2,0,2,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
918,"167,25","-0,75",1,1,"1,69",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3275",0,0,0,0,0,0,0,,,,,,0,0,1,0,1,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,2369","0,3128","0,2420","0,4031",,"0,5436","0,5665","-0,0229",1,0,1,0,1,1,1,0,2,0,1,1,2,1,1,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
919,171,"3,75",2,1,"3,28",1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3283",0,0,0,1,0,0,1,,,,,,1,0,0,0,1,0,,,,,0,1,0,,,,,,,1,0,0,,,,,0,0,,,"0,2381","0,3397","0,2433","0,4063",,"0,9887","0,9710","0,0177",2,0,2,1,2,0,0,2,1,0,0,0,2,2,0,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",6,9,"0,4","0,6","-1,321928095","-0,7369655942",7
920,171,"3,75",2,0,"42,77",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3290",0,0,0,1,0,0,0,,,,,,1,0,1,0,0,1,,,,,0,1,0,,,,,,,0,0,1,,,,,0,0,,,"0,2389","0,3377","0,2442","0,4040",,"0,9544","0,9183","0,0361",2,0,2,0,0,1,1,2,2,1,1,0,1,0,2,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
921,171,"3,75",2,0,"3,17",1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3297",0,0,0,1,1,1,1,,,,,,0,0,0,1,0,0,,,,,0,1,1,,,,,,,1,1,0,,,,,0,1,,,"0,2398","0,3424","0,2451","0,4094",,"0,9544","0,9183","0,0361",0,0,0,1,2,0,0,2,0,2,1,2,0,2,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
922,"170,25","-0,75",1,1,"1,52",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3294",0,1,1,0,1,0,0,,,,,,0,1,0,0,0,0,,,,,1,0,0,,,,,,,0,1,0,,,,,1,0,,,"0,2396","0,3471","0,2458","0,4234",,"0,6962","0,7219","-0,0257",0,1,1,2,1,2,0,0,1,2,0,1,0,0,0,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
923,"167,25",-3,0,1,"1,04",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3290",1,1,0,0,0,0,0,,,,,,1,0,0,0,0,0,,,,,1,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,2407","0,3495","0,2464","0,4241",,"0,6962","0,7219","-0,0257",1,2,2,2,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
924,"166,5","-0,75",1,1,"1,65",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3286",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,1,0,0,,,,,0,0,,,"0,2402","0,3364","0,2477","0,4239",,"0,5436","0,5665","-0,0229",1,1,1,0,2,1,0,1,0,0,0,0,0,2,1,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
925,"163,5",-3,0,1,"1,1",0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3283",0,1,1,0,0,1,0,,,,,,1,1,0,1,1,0,,,,,1,0,1,,,,,,,1,0,0,,,,,1,1,,,"0,2386","0,3351","0,2468","0,4060",,"0,9544","0,9710","-0,0165",0,1,2,2,2,2,1,1,1,0,1,2,2,0,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",6,9,"0,4","0,6","-1,321928095","-0,7369655942",0
926,"163,5","-0,75",1,0,"1,55",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3279",0,1,0,0,1,0,0,,,,,,0,0,0,0,0,1,,,,,1,0,0,,,,,,,0,1,1,,,,,0,0,,,"0,2386","0,3532","0,2468","0,4211",,"0,8113","0,8366","-0,0254",0,1,0,2,0,0,2,1,1,2,1,0,1,0,2,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
927,"163,5","3,75",2,0,"13,26",1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3287",0,1,0,0,0,0,1,,,,,,0,0,0,0,0,1,,,,,1,0,0,,,,,,,0,0,1,,,,,0,0,,,"0,2395","0,3587","0,2477","0,4256",,"0,9544","0,9183","0,0361",2,0,0,2,0,0,1,0,0,0,2,1,0,2,2,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
928,"163,5",-3,0,0,"1,2",0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3283",0,0,0,1,1,0,0,,,,,,0,0,0,0,1,0,,,,,0,1,0,,,,,,,1,1,0,,,,,0,0,,,"0,2386","0,3494","0,2473","0,4212",,"0,8960","0,9183","-0,0223",0,0,1,0,2,0,0,2,0,2,2,1,2,1,1,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
929,"163,5","-0,75",1,0,"1,65",0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3280",0,1,0,1,0,1,1,,,,,,1,0,1,1,0,1,,,,,1,1,1,,,,,,,0,0,1,,,,,0,1,,,"0,2385","0,3577","0,2460","0,4115",,"1,0000","0,9968","0,0032",0,1,2,2,1,1,2,2,2,0,0,2,0,2,2,,,,,,,,,,8,8,"0,5","0,5",-1,-1,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",0
930,"163,5",-3,0,0,"1,42",0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3276",1,1,0,0,0,1,0,,,,,,0,0,1,1,1,1,,,,,1,0,1,,,,,,,0,0,1,,,,,0,1,,,"0,2364","0,3571","0,2448","0,4110",,"1,0000","0,9968","0,0032",2,2,0,2,1,0,1,1,2,0,2,2,2,1,2,,,,,,,,,,8,8,"0,5","0,5",-1,-1,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",0
931,"162,75","-0,75",1,1,"2,44",0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3273",1,1,0,0,0,0,0,,,,,,0,0,1,0,1,0,,,,,1,0,0,,,,,,,1,0,0,,,,,0,0,,,"0,2363","0,3436","0,2436","0,3844",,"1,0000","0,9968","0,0032",2,2,0,2,2,0,2,1,2,0,2,1,2,0,1,,,,,,,,,,8,8,"0,5","0,5",-1,-1,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",0
932,"159,75",-3,0,1,"1,43",0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3269",0,0,1,0,1,0,0,,,,,,0,1,1,0,1,1,,,,,0,0,0,,,,,,,0,1,1,,,,,1,0,,,"0,2344","0,3097","0,2425","0,3590",,"0,9887","0,9968","-0,0081",2,1,1,1,0,2,1,1,2,2,2,1,2,0,2,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",0
933,"163,5","3,75",2,1,"192,07",1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3276",0,0,1,0,1,0,1,,,,,,0,1,1,0,0,0,,,,,0,0,0,,,,,,,0,1,0,,,,,1,0,,,"0,2356","0,3087","0,2438","0,3578",,"0,9887","0,9710","0,0177",2,1,0,1,0,2,2,0,2,2,0,0,1,2,0,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",6,9,"0,4","0,6","-1,321928095","-0,7369655942",7
934,"160,5",-3,0,1,"1,07",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3273",0,0,0,1,1,0,0,,,,,,1,0,1,0,0,0,,,,,0,1,0,,,,,,,0,1,0,,,,,0,0,,,"0,2347","0,2927","0,2433","0,3452",,"0,8960","0,9183","-0,0223",0,1,2,0,1,1,2,2,2,2,0,0,0,1,1,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
935,"160,5","-0,75",1,0,"2,17",0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3269",0,0,0,0,0,1,1,,,,,,0,0,0,1,0,0,,,,,0,0,1,,,,,,,1,0,0,,,,,0,1,,,"0,2347","0,3025","0,2428","0,3472",,"0,8960","0,9183","-0,0223",1,0,0,0,2,0,2,0,0,0,2,2,0,2,0,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
936,"160,5","-0,75",1,0,"2,94",0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3266",1,0,1,0,0,1,1,,,,,,0,1,1,1,0,0,,,,,0,0,1,,,,,,,0,0,0,,,,,1,1,,,"0,2347","0,3024","0,2424","0,3492",,"0,8960","0,9183","-0,0223",1,2,0,1,0,2,1,1,2,0,1,2,0,2,0,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
937,"160,5",-3,0,0,"1,2",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3262",1,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,1,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,2358","0,3189","0,2430","0,3620",,"0,6962","0,7219","-0,0257",0,2,0,2,0,1,2,1,1,1,1,0,0,0,0,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
938,"157,5",-3,0,1,"1,23",0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3259",0,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,,,,,1,0,0,,,,,,,1,1,0,,,,,0,0,,,"0,2343","0,2894","0,2422","0,3463",,"0,9544","0,9710","-0,0165",0,0,2,2,2,0,2,0,0,2,1,0,2,0,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",6,9,"0,4","0,6","-1,321928095","-0,7369655942",0
939,"154,5",-3,0,1,"1,23",0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3255",0,1,0,1,1,0,0,,,,,,0,0,0,0,0,0,,,,,1,1,0,,,,,,,0,1,0,,,,,0,0,,,"0,2343","0,3120","0,2423","0,3598",,"0,8113","0,8366","-0,0254",0,0,0,2,0,1,2,2,0,2,0,1,1,1,0,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
940,"154,5",-3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3252",1,1,0,0,0,1,0,,,,,,0,0,0,1,0,1,,,,,1,0,1,,,,,,,0,0,1,,,,,0,1,,,"0,2335","0,3040","0,2418","0,3552",,"0,8960","0,9183","-0,0223",2,2,1,2,0,0,1,1,1,0,1,2,0,1,2,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
941,"154,5","3,75",2,0,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,2833",17,,"0,3259",1,0,0,0,0,1,1,,,,,,0,0,1,1,0,0,,,,,0,0,1,,,,,,,0,0,0,,,,,0,1,,,"0,2343","0,3092","0,2427","0,3613",,"0,9544","0,9183","0,0361",0,2,1,1,0,0,1,0,2,0,2,2,1,2,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
942,"154,5",-3,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3256",0,1,0,0,1,1,0,,,,,,0,0,0,1,0,0,,,,,1,0,1,,,,,,,1,1,0,,,,,0,1,,,"0,2334","0,3124","0,2423","0,3633",,"0,8960","0,9183","-0,0223",2,1,0,2,2,0,0,1,1,2,0,2,1,0,0,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
943,"154,5","3,75",2,0,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,2833",17,,"0,3263",0,0,0,1,1,0,0,,,,,,1,0,0,0,0,0,,,,,0,1,0,,,,,,,1,1,0,,,,,0,0,,,"0,2337","0,3091","0,2425","0,3593",,"0,8960","0,8366","0,0594",1,0,2,1,2,0,0,2,1,2,1,1,0,1,1,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",5
944,"154,5",-3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3259",0,0,0,0,1,0,0,,,,,,1,0,0,0,1,0,,,,,0,0,0,,,,,,,1,1,0,,,,,0,0,,,"0,2329","0,3034","0,2420","0,3548",,"0,8960","0,9183","-0,0223",0,0,2,0,2,1,1,0,0,2,2,0,2,1,0,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
