"244,75",5,5,10,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
665,"14,75",-10,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2282",0,0,0,0,0,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,1,0,,,,,,0,,,,"0,2309",#DIV/0!,"0,2339",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,0,2,1,1,1,3,1,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
666,"14,75",-10,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2279",0,0,0,1,1,,,,,,,,1,0,1,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,2290",#DIV/0!,"0,2325",#DIV/0!,,"0,9799","0,9940","-0,0142",0,0,3,0,0,1,2,3,2,3,1,,,,,,,,,,,,,,5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787",5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179",0
667,"14,75",-10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2275",0,1,0,0,0,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2304",#DIV/0!,"0,2334",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,1,2,0,1,0,1,0,1,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
668,"14,75",-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2272",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,2318",#DIV/0!,"0,2343",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,0,1,1,1,0,2,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
669,"14,75",-10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2269",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,2331",#DIV/0!,"0,2351",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,1,3,1,0,0,1,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
670,"14,75",-10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2265",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2345",#DIV/0!,"0,2360",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,1,0,0,2,0,0,1,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
671,"4,75",-10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2262",0,0,0,1,1,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,2340",#DIV/0!,"0,2356",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,1,0,1,0,1,2,1,3,2,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
672,"-5,25",-10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2259",0,0,0,1,1,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,2344",#DIV/0!,"0,2360",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,1,1,0,0,3,0,2,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
673,"-15,25",-10,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2255",0,1,0,0,1,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,1,1,,,,,,0,,,,"0,2326",#DIV/0!,"0,2345",#DIV/0!,,"0,9799","0,9940","-0,0142",0,0,0,2,3,0,3,0,2,3,0,,,,,,,,,,,,,,5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787",5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179",0
674,"-25,25",-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2252",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2339",#DIV/0!,"0,2348",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,1,0,1,1,1,1,0,0,,,,,,,,,,,,,,0,12,0,1,#NUM!,0,0,11,0,1,#NUM!,0,0
675,"-25,25",-10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2249",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,1,1,,,,,,0,,,,"0,2344",#DIV/0!,"0,2351",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,1,2,1,0,0,0,2,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
676,"-25,25",-10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2245",0,1,0,0,0,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,0,,,,"0,2339",#DIV/0!,"0,2348",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,2,2,0,0,0,0,1,3,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
677,"-35,25",-10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2242",0,0,0,1,1,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,2343",#DIV/0!,"0,2351",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,1,1,0,1,3,0,3,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
678,"-45,25",-10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2239",0,0,0,0,0,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2355",#DIV/0!,"0,2359",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,1,0,1,1,3,1,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
679,"-55,25",-10,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2235",0,1,0,0,1,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,0,1,,,,,,0,,,,"0,2350",#DIV/0!,"0,2355",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,3,1,0,0,0,2,2,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
680,"-55,25",-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2232",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2363",#DIV/0!,"0,2363",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,0,1,1,0,1,0,3,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
681,"-55,25",-10,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2229",0,1,1,1,1,,,,,,,,0,1,0,,,,,,,,1,1,,,,,,,,0,1,,,,,,1,,,,"0,2350",#DIV/0!,"0,2354",#DIV/0!,,"0,9183","0,9457","-0,0274",0,0,0,2,1,3,1,2,0,3,0,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",0
682,"-55,25",-10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2225",0,1,1,0,0,,,,,,,,0,1,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,1,,,,"0,2354",#DIV/0!,"0,2357",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,3,0,3,0,1,0,0,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
683,"-55,25",-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2222",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2366",#DIV/0!,"0,2359",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,12,0,1,#NUM!,0,0,11,0,1,#NUM!,0,0
684,"-55,25",-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2219",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,2378",#DIV/0!,"0,2367",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,1,1,0,0,0,0,2,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
685,"-65,25",-10,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2216",0,0,0,1,0,,,,,,,,0,0,1,,,,,,,,0,1,,,,,,,,1,0,,,,,,0,,,,"0,2373",#DIV/0!,"0,2363",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,0,3,0,1,2,3,0,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
686,"-75,25",-10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2213",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,2377",#DIV/0!,"0,2366",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,0,0,3,1,0,1,0,2,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
687,"-85,25",-10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2209",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,2372",#DIV/0!,"0,2362",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,1,1,0,3,1,0,3,3,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
688,"-95,25",-10,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2206",0,1,1,0,0,,,,,,,,0,1,1,,,,,,,,1,0,,,,,,,,0,0,,,,,,1,,,,"0,2359",#DIV/0!,"0,2352",#DIV/0!,,"0,9183","0,9457","-0,0274",0,0,0,3,0,2,3,1,3,1,1,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",0
689,"-105,25",-10,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2203",0,1,0,1,1,,,,,,,,0,0,0,,,,,,,,1,1,,,,,,,,1,1,,,,,,0,,,,"0,2342",#DIV/0!,"0,2339",#DIV/0!,,"0,9799","0,9940","-0,0142",0,0,0,2,3,0,0,3,0,3,2,,,,,,,,,,,,,,5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787",5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179",0
690,"-115,25",-10,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2200",0,0,0,1,0,,,,,,,,0,0,1,,,,,,,,0,1,,,,,,,,0,0,,,,,,0,,,,"0,2330",#DIV/0!,"0,2330",#DIV/0!,,"0,9183","0,9457","-0,0274",0,0,0,1,0,0,3,2,3,1,2,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",0
691,"-115,25",-10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2197",0,0,0,0,0,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2334",#DIV/0!,"0,2332",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,0,0,0,3,1,2,0,1,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
692,"-115,25",-10,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2193",0,1,1,0,0,,,,,,,,0,1,1,,,,,,,,1,0,,,,,,,,0,0,,,,,,1,,,,"0,2317",#DIV/0!,"0,2319",#DIV/0!,,"0,9799","0,9940","-0,0142",0,0,0,2,0,2,3,1,2,0,2,,,,,,,,,,,,,,5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787",5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179",0
693,"-115,25",-10,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2190",0,1,1,0,1,,,,,,,,0,1,0,,,,,,,,1,0,,,,,,,,0,1,,,,,,1,,,,"0,2312",#DIV/0!,"0,2316",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,2,0,2,0,0,1,2,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
694,"-125,25",-10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2187",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,2324",#DIV/0!,"0,2323",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,0,2,0,0,0,1,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
695,"-135,25",-10,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2184",0,0,0,1,1,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,2319",#DIV/0!,"0,2320",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,1,1,0,2,2,0,3,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
696,"-145,25",-10,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2181",0,1,0,1,1,,,,,,,,0,0,0,,,,,,,,1,1,,,,,,,,0,1,,,,,,0,,,,"0,2314",#DIV/0!,"0,2316",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,3,0,0,1,2,0,2,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
697,"-145,25",-10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2178",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,1,0,,,,,,0,,,,"0,2326",#DIV/0!,"0,2324",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
698,"-145,25",-10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2175",0,0,1,0,0,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,2329",#DIV/0!,"0,2326",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,0,0,3,1,0,3,0,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
699,"-155,25",-10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2171",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,2340",#DIV/0!,"0,2334",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,1,3,0,1,1,1,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
700,"-155,25",-10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2168",0,0,0,1,0,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,0,,,,,,0,,,,"0,2344",#DIV/0!,"0,2336",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,0,1,0,1,2,0,1,2,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
701,"-155,25",-10,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2165",0,0,1,1,1,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,1,,,,"0,2332",#DIV/0!,"0,2327",#DIV/0!,,"0,9183","0,9457","-0,0274",0,0,0,0,0,3,2,3,1,3,0,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",0
702,"-165,25",-10,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2162",0,1,1,1,0,,,,,,,,0,1,0,,,,,,,,1,1,,,,,,,,0,0,,,,,,1,,,,"0,2327",#DIV/0!,"0,2324",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,3,0,3,0,3,1,0,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
703,"-165,25",-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2159",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2338",#DIV/0!,"0,2325",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,12,0,1,#NUM!,0,0,11,0,1,#NUM!,0,0
704,"-165,25",-10,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2156",0,1,0,0,0,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2333",#DIV/0!,"0,2322",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,2,1,1,2,0,2,1,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
705,"-165,25",-10,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2153",0,0,1,1,0,,,,,,,,0,1,1,,,,,,,,0,1,,,,,,,,1,0,,,,,,1,,,,"0,2321",#DIV/0!,"0,2313",#DIV/0!,,"0,9183","0,9457","-0,0274",0,0,0,1,3,2,1,3,3,1,0,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",0
706,"-175,25",-10,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2150",0,0,1,1,1,,,,,,,,0,1,1,,,,,,,,0,1,,,,,,,,1,1,,,,,,1,,,,"0,2306",#DIV/0!,"0,2300",#DIV/0!,,"0,9799","0,9940","-0,0142",0,0,0,0,2,3,0,2,2,2,1,,,,,,,,,,,,,,5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787",5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179",0
707,"-185,25",-10,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2147",0,1,0,0,0,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2301",#DIV/0!,"0,2297",#DIV/0!,,"0,8113","0,8454","-0,0341",0,0,0,2,1,1,1,1,3,0,3,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",0
708,"-185,25",-10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2144",0,0,0,0,1,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,2304",#DIV/0!,"0,2299",#DIV/0!,,"0,6500","0,6840","-0,0340",0,0,0,0,0,0,1,0,3,3,1,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",0
709,"-185,25",-10,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2141",0,0,1,0,1,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,1,1,,,,,,1,,,,"0,2293",#DIV/0!,"0,2291",#DIV/0!,,"0,9183","0,9457","-0,0274",0,0,0,0,2,3,3,1,0,3,1,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",0
710,"-185,25",-10,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2138",0,1,1,1,1,,,,,,,,0,1,0,,,,,,,,1,1,,,,,,,,0,1,,,,,,1,,,,"0,2278",#DIV/0!,"0,2278",#DIV/0!,,"0,9799","0,9940","-0,0142",0,0,0,2,1,2,1,2,0,3,2,,,,,,,,,,,,,,5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787",5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179",0
711,"-185,25",-10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2135",0,1,0,0,0,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2288",#DIV/0!,"0,2285",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,3,1,0,0,1,0,1,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
712,"-185,25",-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,2132",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,2299",#DIV/0!,"0,2292",#DIV/0!,,"0,4138","0,4395","-0,0257",0,0,0,0,0,1,0,1,0,3,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237",0
