Entrada,Resultado
1.46,0
1.32,0
2.8,1
4.0,1
3.4,1
1.07,0
4.0,1
1.35,0
1.29,0
4.0,1
1.28,0
3.31,1
1.04,0
1.49,0
1.32,0
1.02,0
1.41,0
4.0,1
1.04,0
3.89,1
4.0,1
1.51,0
4.0,1
1.17,0
1.63,0
1.83,0
1.9,0
1.57,0
2.32,1
2.59,1
4.0,1
1.89,0
4.0,1
4.0,1
1.86,0
1.96,0
4.0,1
4.0,1
4.0,1
2.43,1
3.64,1
3.19,1
1.29,0
2.04,1
2.72,1
3.06,1
4.0,1
1.31,0
1.37,0
4.0,1
1.85,0
3.2,1
4.0,1
1.57,0
4.0,1
4.0,1
4.0,1
4.0,1
1.03,0
4.0,1
4.0,1
2.67,1
4.0,1
1.39,0
1.0,0
2.49,1
2.57,1
4.0,1
1.0,0
4.0,1
1.04,0
1.34,0
4.0,1
2.41,1
1.87,0
1.52,0
2.92,1
4.0,1
1.99,0
4.0,1
1.23,0
4.0,1
4.0,1
1.34,0
4.0,1
2.07,1
1.62,0
1.2,0
1.53,0
1.28,0
4.0,1
4.0,1
1.45,0
3.05,1
2.55,1
1.86,0
4.0,1
4.0,1
4.0,1
1.41,0
4.0,1
1.6,0
1.53,0
1.41,0
3.14,1
1.07,0
2.74,1
4.0,1
1.44,0
1.08,0
1.89,0
1.02,0
4.0,1
1.39,0
1.41,0
4.0,1
1.22,0
3.67,1
4.0,1
2.88,1
1.33,0
4.0,1
4.0,1
1.01,0
3.14,1
1.33,0
1.68,0
1.3,0
2.0,1
1.12,0
1.57,0
1.0,0
1.16,0
1.57,0
2.12,1
1.3,0
1.04,0
4.0,1
2.3,1
4.0,1
1.07,0
1.0,0
1.95,0
1.33,0
1.44,0
3.38,1
2.07,1
2.6,1
1.0,0
4.0,1
1.23,0
4.0,1
2.55,1
2.67,1
2.26,1
1.08,0
4.0,1
2.0,1
1.34,0
4.0,1
3.31,1
1.17,0
1.01,0
2.19,1
4.0,1
4.0,1
2.13,1
2.53,1
3.83,1
2.33,1
4.0,1
1.1,0
4.0,1
1.91,0
1.51,0
1.13,0
4.0,1
1.55,0
2.4,1
1.05,0
1.26,0
1.32,0
2.37,1
1.15,0
1.17,0
1.5,0
1.07,0
1.13,0
1.05,0
4.0,1
3.06,1
1.46,0
1.25,0
1.28,0
2.19,1
1.72,0
4.0,1
2.68,1
4.0,1
1.01,0
4.0,1
2.5,1
4.0,1
1.66,0
4.0,1
1.4,0
2.61,1
1.41,0
1.56,0
4.0,1
4.0,1
2.11,1
1.9,0
1.08,0
1.36,0
1.38,0
1.41,0
1.49,0
1.39,0
1.08,0
4.0,1
4.0,1
1.46,0
2.98,1
2.83,1
4.0,1
1.03,0
3.36,1
1.38,0
1.83,0
4.0,1
4.0,1
4.0,1
2.49,1
4.0,1
3.02,1
2.24,1
4.0,1
1.39,0
1.24,0
1.0,0
1.2,0
2.25,1
1.24,0
4.0,1
1.71,0
1.06,0
1.87,0
1.18,0
1.98,0
1.11,0
4.0,1
1.32,0
1.91,0
1.51,0
2.72,1
2.07,1
1.32,0
4.0,1
2.98,1
1.58,0
4.0,1
2.0,1
1.99,0
3.46,1
1.2,0
1.63,0
3.18,1
1.1,0
1.81,0
3.84,1
4.0,1
1.55,0
1.07,0
1.06,0
2.2,1
4.0,1
4.0,1
1.38,0
2.16,1
4.0,1
2.9,1
1.76,0
4.0,1
1.08,0
4.0,1
3.69,1
4.0,1
2.61,1
1.99,0
1.45,0
1.84,0
4.0,1
4.0,1
1.36,0
1.82,0
2.83,1
1.59,0
1.04,0
1.03,0
1.85,0
2.16,1
4.0,1
2.36,1
2.41,1
1.17,0
2.78,1
2.16,1
1.95,0
1.12,0
2.9,1
4.0,1
1.9,0
2.79,1
1.67,0
4.0,1
4.0,1
1.02,0
1.55,0
1.31,0
1.41,0
3.71,1
2.3,1
1.3,0
3.06,1
2.26,1
4.0,1
4.0,1
1.1,0
2.17,1
4.0,1
3.66,1
1.42,0
3.37,1
3.0,1
1.26,0
4.0,1
1.0,0
2.5,1
4.0,1
1.04,0
1.3,0
3.54,1
4.0,1
1.23,0
1.74,0
4.0,1
2.54,1
1.64,0
1.4,0
1.89,0
4.0,1
1.04,0
1.21,0
1.54,0
1.77,0
1.54,0
1.8,0
1.0,0
1.17,0
4.0,1
4.0,1
1.37,0
1.2,0
1.85,0
2.81,1
1.17,0
2.28,1
1.19,0
4.0,1
1.37,0
1.08,0
1.74,0
2.44,1
4.0,1
2.01,1
4.0,1
4.0,1
2.97,1
3.2,1
1.03,0
4.0,1
4.0,1
1.5,0
4.0,1
1.35,0
1.43,0
4.0,1
4.0,1
1.92,0
1.04,0
2.34,1
3.72,1
4.0,1
1.24,0
4.0,1
1.05,0
4.0,1
4.0,1
2.79,1
1.29,0
4.0,1
4.0,1
2.4,1
4.0,1
2.5,1
1.19,0
1.22,0
3.53,1
1.04,0
4.0,1
4.0,1
1.06,0
1.77,0
1.04,0
4.0,1
2.63,1
1.12,0
3.26,1
1.18,0
1.05,0
3.97,1
1.0,0
1.5,0
1.7,0
1.66,0
1.79,0
2.68,1
4.0,1
2.55,1
1.46,0
4.0,1
1.08,0
1.01,0
4.0,1
1.01,0
1.15,0
2.05,1
1.0,0
2.38,1
4.0,1
1.72,0
1.01,0
1.87,0
3.8,1
4.0,1
1.46,0
1.19,0
3.91,1
1.01,0
4.0,1
2.75,1
2.65,1
4.0,1
1.11,0
2.55,1
1.54,0
4.0,1
4.0,1
1.08,0
1.19,0
4.0,1
1.4,0
2.96,1
1.19,0
2.13,1
4.0,1
4.0,1
4.0,1
4.0,1
1.73,0
1.6,0
4.0,1
1.19,0
4.0,1
1.53,0
1.48,0
2.44,1
3.34,1
3.55,1
1.0,0
4.0,1
4.0,1
4.0,1
4.0,1
1.96,0
2.49,1
4.0,1
3.26,1
2.55,1
1.16,0
4.0,1
1.95,0
1.24,0
3.39,1
1.94,0
1.51,0
3.22,1
4.0,1
1.14,0
1.01,0
4.0,1
4.0,1
1.81,0
1.55,0
4.0,1
1.44,0
1.53,0
4.0,1
3.67,1
1.64,0
1.25,0
1.91,0
1.2,0
1.67,0
4.0,1
4.0,1
1.37,0
1.51,0
1.09,0
1.04,0
4.0,1
1.28,0
1.37,0
1.21,0
1.07,0
1.05,0
2.68,1
2.41,1
4.0,1
1.16,0
4.0,1
1.29,0
1.6,0
2.73,1
1.03,0
4.0,1
2.56,1
1.95,0
2.71,1
1.56,0
1.44,0
2.87,1
4.0,1
3.54,1
1.02,0
4.0,1
1.76,0
1.44,0
4.0,1
4.0,1
4.0,1
4.0,1
1.15,0
4.0,1
4.0,1
1.8,0
4.0,1
1.01,0
1.61,0
4.0,1
2.57,1
4.0,1
