120,"1,5","1,5",3,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
829,-264,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1410",0,0,0,0,0,1,,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1137",#DIV/0!,"0,1016",#DIV/0!,,"0,5917","0,6194","-0,0277",0,0,0,0,0,0,0,0,2,1,0,2,1,,,,,,,,,,,,2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",0
830,-267,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1408",0,0,0,0,1,1,,,,,,,0,0,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1136",#DIV/0!,"0,1015",#DIV/0!,,"0,7496","0,7793","-0,0298",0,0,0,0,0,0,0,0,1,2,0,2,2,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
831,-267,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1406",0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1136",#DIV/0!,"0,1015",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,0,14,0,1,#NUM!,0,0,13,0,1,#NUM!,0,0
832,-267,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1405",0,0,0,0,0,1,,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1138",#DIV/0!,"0,1016",#DIV/0!,,"0,3712","0,3912","-0,0200",0,0,0,0,0,0,0,1,0,1,0,2,0,,,,,,,,,,,,1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0
833,-267,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1403",0,0,0,0,0,1,,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1138",#DIV/0!,"0,1016",#DIV/0!,,"0,5917","0,6194","-0,0277",0,0,0,0,0,0,0,0,2,0,1,2,0,,,,,,,,,,,,2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",0
834,-270,-3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1401",0,0,0,1,0,1,,,,,,,0,0,1,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1137",#DIV/0!,"0,1015",#DIV/0!,,"0,7496","0,7793","-0,0298",0,0,0,0,0,0,0,2,2,0,1,2,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
835,-273,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1400",0,0,0,0,1,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1139",#DIV/0!,"0,1016",#DIV/0!,,"0,3712","0,3912","-0,0200",0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0
836,-276,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1398",0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1139",#DIV/0!,"0,1016",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,0,14,0,1,#NUM!,0,0,13,0,1,#NUM!,0,0
837,-279,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1396",0,0,0,0,0,1,,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1140",#DIV/0!,"0,1017",#DIV/0!,,"0,3712","0,3912","-0,0200",0,0,0,0,0,0,0,1,0,1,1,2,0,,,,,,,,,,,,1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0
838,-282,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1395",0,0,0,0,0,1,,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1142",#DIV/0!,"0,1018",#DIV/0!,,"0,3712","0,3912","-0,0200",0,0,0,0,0,0,0,0,0,1,0,2,0,,,,,,,,,,,,1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0
839,-282,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1393",0,0,0,0,0,1,,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1142",#DIV/0!,"0,1019",#DIV/0!,,"0,5917","0,6194","-0,0277",0,0,0,0,0,0,0,0,2,1,1,2,1,,,,,,,,,,,,2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",0
840,-285,-3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1391",0,0,0,0,1,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1141",#DIV/0!,"0,1018",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,0,2,2,1,1,2,1,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
841,-288,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1390",0,0,0,0,1,1,0,,,,,,0,0,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1140",#DIV/0!,"0,1017",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,1,1,2,0,2,2,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
842,-291,-3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1388",0,0,0,1,0,0,1,,,,,,0,0,0,0,1,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1139",#DIV/0!,"0,1016",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,2,1,1,0,1,2,2,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
843,-294,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1386",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1141",#DIV/0!,"0,1018",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,1,0,1,0,1,1,2,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
844,-297,-3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1385",0,0,0,1,0,1,1,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1140",#DIV/0!,"0,1017",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,2,0,0,0,2,0,2,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
845,-297,-3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1383",0,0,0,1,0,1,0,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1141",#DIV/0!,"0,1017",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,2,1,1,1,2,1,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
846,-297,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1381",0,0,0,0,1,1,0,,,,,,0,0,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1138",#DIV/0!,"0,1015",#DIV/0!,,"0,8366","0,8631","-0,0265",0,0,0,0,0,0,0,0,1,2,2,2,2,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
847,-297,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1380",0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1138",#DIV/0!,"0,1014",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,1,0,1,0,1,1,,,,,,,,,,,0,15,0,1,#NUM!,0,0,14,0,1,#NUM!,0,0
848,-300,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1378",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1140",#DIV/0!,"0,1016",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,1,1,1,0,2,1,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
849,-303,-3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1376",0,0,0,1,0,0,0,,,,,,0,0,1,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1140",#DIV/0!,"0,1016",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,2,2,1,0,0,1,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
850,-306,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1375",0,0,0,0,1,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1142",#DIV/0!,"0,1017",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,1,0,2,0,0,1,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
851,-306,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1373",0,0,0,0,0,0,1,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1141",#DIV/0!,"0,1016",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,1,0,1,2,1,2,2,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
852,-306,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1372",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1142",#DIV/0!,"0,1017",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
853,-306,-3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1370",0,0,0,1,1,1,0,,,,,,0,0,0,1,1,,,,,,0,1,1,,,,,,,0,1,,,,,,0,1,,,"0,1139",#DIV/0!,"0,1015",#DIV/0!,,"0,8366","0,8631","-0,0265",0,0,0,0,0,0,0,2,0,2,0,2,2,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
854,-306,-3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1368",0,0,0,1,0,0,0,,,,,,0,0,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1140",#DIV/0!,"0,1016",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,2,1,1,1,1,0,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
855,-306,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1367",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1142",#DIV/0!,"0,1017",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
856,-306,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1365",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1144",#DIV/0!,"0,1018",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
857,-309,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1364",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1144",#DIV/0!,"0,1019",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,0,1,2,0,2,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
858,-312,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1362",0,0,0,0,0,1,0,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1146",#DIV/0!,"0,1020",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
859,-312,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1360",0,0,0,0,0,1,0,,,,,,0,0,0,1,1,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1146",#DIV/0!,"0,1021",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
860,-315,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1359",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1148",#DIV/0!,"0,1022",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,1,1,0,1,0,2,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
861,-318,-3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1357",0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1147",#DIV/0!,"0,1021",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,0,2,1,2,0,2,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
862,-318,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1356",0,0,0,0,0,0,0,,,,,,0,0,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1149",#DIV/0!,"0,1022",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
863,-318,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1354",0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1148",#DIV/0!,"0,1021",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,0,15,0,1,#NUM!,0,0,14,0,1,#NUM!,0,0
864,-321,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1353",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1150",#DIV/0!,"0,1023",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
865,-324,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1351",0,0,0,0,0,1,0,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1151",#DIV/0!,"0,1023",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,0,1,2,2,0,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
866,-327,-3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1349",0,0,0,0,0,0,1,,,,,,0,0,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1151",#DIV/0!,"0,1023",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,2,1,0,1,0,2,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
867,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1348",0,0,0,0,1,0,1,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1150",#DIV/0!,"0,1023",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,0,0,2,1,0,2,2,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
868,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1346",0,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1149",#DIV/0!,"0,1022",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,0,2,2,1,2,1,1,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
869,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1345",0,0,0,0,0,0,1,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1148",#DIV/0!,"0,1021",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
870,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1343",0,0,0,0,1,1,1,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1145",#DIV/0!,"0,1019",#DIV/0!,,"0,8366","0,8631","-0,0265",0,0,0,0,0,0,0,0,0,2,2,2,1,2,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
871,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1342",0,0,0,0,1,1,0,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1146",#DIV/0!,"0,1019",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,0,2,1,2,0,1,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
872,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1340",0,0,0,0,1,1,1,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1143",#DIV/0!,"0,1017",#DIV/0!,,"0,8366","0,8631","-0,0265",0,0,0,0,0,0,0,0,2,2,1,2,0,2,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
873,-327,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1339",0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1144",#DIV/0!,"0,1017",#DIV/0!,,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,0,0,2,0,0,1,2,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
874,-330,-3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1337",0,0,0,0,0,0,0,,,,,,0,0,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1145",#DIV/0!,"0,1018",#DIV/0!,,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
875,-333,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,0000",0,,"0,1336",0,0,0,0,1,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1144",#DIV/0!,"0,1018",#DIV/0!,,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,0,0,0,2,2,0,2,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
