50,1,1,2,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
807,50,-2,0,0,"1,47",0,0,1,0,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3181",1,1,0,0,0,1,,,,,,,0,0,1,1,1,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1938","0,2288","0,2522","0,3607",,"0,9403","0,9612","-0,0210",1,2,1,3,1,0,1,0,3,1,0,3,3,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",0
808,50,"-0,5",1,0,"2,25",0,1,0,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3177",0,1,0,1,0,0,,,,,,,0,0,1,0,0,,,,,,1,1,0,,,,,,,1,0,,,,,,0,0,,,"0,1935","0,2268","0,2506","0,3553",,"1,0000","0,9957","0,0043",2,1,1,3,2,0,3,2,3,1,3,1,1,,,,,,,,,,,,7,7,"0,5","0,5",-1,-1,7,6,"0,5384615385","0,4615384615","-0,8930847961","-1,115477217",0
809,50,-2,0,0,"1,12",0,1,0,1,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3173",0,0,0,0,1,1,,,,,,,1,0,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1919","0,2051","0,2494","0,3318",,"0,9403","0,9612","-0,0210",2,0,2,1,0,0,1,0,0,3,0,3,2,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",0
810,50,"2,5",3,0,"14,87",1,1,1,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3181",1,0,0,0,1,0,,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1946","0,2183","0,2515","0,3355",,"1,0000","0,9957","0,0043",2,3,0,0,0,0,0,0,3,2,3,1,2,,,,,,,,,,,,7,7,"0,5","0,5",-1,-1,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",0
811,50,"-0,5",1,0,"1,79",0,1,0,0,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3177",0,1,0,0,0,0,,,,,,,0,0,1,0,0,,,,,,1,0,0,,,,,,,1,0,,,,,,0,0,,,"0,1944","0,2075","0,2504","0,3118",,"0,9403","0,9612","-0,0210",2,0,0,2,3,1,1,0,3,1,2,0,1,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",0
812,50,-2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3173",0,0,1,1,0,0,,,,,,,0,1,1,0,1,,,,,,0,1,0,,,,,,,0,0,,,,,,1,0,,,"0,1922","0,1818","0,2488","0,2859",,"0,9852","0,9957","-0,0105",0,0,0,0,0,2,3,2,3,1,2,0,2,,,,,,,,,,,,6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",0
813,50,"2,5",2,0,"3,94",1,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3182",0,1,0,1,0,1,,,,,,,0,0,0,1,0,,,,,,1,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1925","0,2028","0,2489","0,3016",,"0,8631","0,7793","0,0838",0,0,0,3,0,0,1,2,0,0,1,2,0,,,,,,,,,,,,4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",4
814,50,"2,5",2,0,"3,32",1,1,1,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3190",1,0,1,1,0,0,,,,,,,1,1,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,1,0,,,"0,1938","0,2039","0,2509","0,3099",,"1,0000","0,9957","0,0043",2,3,2,0,0,2,2,2,0,0,0,1,1,,,,,,,,,,,,7,7,"0,5","0,5",-1,-1,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",7
815,50,"2,5",3,0,"27,5",1,0,1,1,1,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3199",1,1,0,0,1,1,,,,,,,1,0,1,1,0,,,,,,1,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1965","0,2152","0,2529","0,3103",,"1,0000","0,9957","0,0043",0,3,3,2,0,1,0,0,2,2,0,3,0,,,,,,,,,,,,7,7,"0,5","0,5",-1,-1,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",0
816,50,"-0,5",1,0,"2,1",0,1,0,1,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3195",0,1,0,0,1,1,,,,,,,1,0,0,1,0,,,,,,1,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1962","0,2319","0,2514","0,3117",,"0,9852","0,9957","-0,0105",2,0,2,3,1,1,3,0,1,2,0,2,0,,,,,,,,,,,,6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",0
817,50,"-0,5",1,0,"1,62",0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3191",0,1,0,0,0,0,,,,,,,1,0,0,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1961","0,2268","0,2526","0,3146",,"0,5917","0,6194","-0,0277",1,1,2,3,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",0
818,50,"2,5",3,0,"18,43",1,0,0,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3199",0,1,0,1,0,0,,,,,,,0,0,0,0,0,,,,,,1,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1976","0,2341","0,2538","0,3073",,"0,9403","0,8905","0,0498",0,0,1,3,1,0,3,3,1,0,3,0,0,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
819,50,-2,0,0,"1,44",0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3195",0,0,0,1,0,0,,,,,,,1,0,0,0,0,,,,,,0,1,0,,,,,,,1,0,,,,,,0,0,,,"0,1981","0,2517","0,2541","0,3203",,"0,7496","0,7793","-0,0298",1,0,2,0,3,0,1,3,0,1,1,1,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
820,50,"-0,5",1,0,"2,22",0,0,1,0,0,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3191",1,0,0,0,1,0,,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1981","0,2494","0,2537","0,3125",,"0,8631","0,8905","-0,0274",0,2,1,1,0,1,3,0,1,2,0,1,2,,,,,,,,,,,,4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
821,50,"2,5",2,0,"3,04",1,1,0,0,1,1,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3200",0,1,0,1,1,1,,,,,,,0,0,1,1,0,,,,,,1,1,1,,,,,,,1,1,,,,,,0,1,,,"0,1993","0,2631","0,2554","0,3295",,"0,9852","0,9957","-0,0105",2,0,1,2,3,0,0,3,2,3,1,3,0,,,,,,,,,,,,8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",7,6,"0,5384615385","0,4615384615","-0,8930847961","-1,115477217",8
822,50,"-0,5",1,0,"2,22",0,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3196",0,0,0,0,1,0,,,,,,,1,0,0,0,0,,,,,,0,0,0,,,,,,,1,1,,,,,,0,0,,,"0,1993","0,2594","0,2558","0,3246",,"0,7496","0,7793","-0,0298",1,0,2,0,2,1,0,1,0,3,1,0,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
823,50,"-0,5",1,0,"2,25",0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3192",1,1,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1994","0,2599","0,2562","0,3270",,"0,7496","0,7793","-0,0298",3,2,1,2,1,0,1,0,1,1,0,1,1,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
824,50,-2,0,0,"1,25",0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3188",0,0,1,0,0,0,,,,,,,0,1,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1999","0,2859","0,2565","0,3468",,"0,7496","0,7793","-0,0298",1,1,0,1,0,2,0,0,2,0,2,1,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
825,50,-2,0,0,"1,44",0,1,0,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3184",0,0,1,0,1,0,,,,,,,1,1,0,0,0,,,,,,0,0,0,,,,,,,0,1,,,,,,1,0,,,"0,1983","0,2693","0,2554","0,3309",,"0,9403","0,9612","-0,0210",3,1,3,0,0,2,1,0,1,3,3,1,0,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",0
826,50,"-0,5",1,0,"1,82",0,0,0,1,1,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3180",0,1,0,1,1,1,,,,,,,1,0,0,1,0,,,,,,1,1,1,,,,,,,0,1,,,,,,0,1,,,"0,1980","0,2515","0,2539","0,3050",,"0,9852","0,9957","-0,0105",0,1,3,3,0,1,1,2,0,2,2,2,1,,,,,,,,,,,,6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",0
827,50,"2,5",2,0,"3,22",1,0,0,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3188",0,0,0,1,0,0,,,,,,,1,0,0,0,1,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1989","0,2793","0,2551","0,3300",,"0,9403","0,8905","0,0498",1,0,2,1,1,0,1,2,1,1,3,0,3,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",5
828,50,-2,0,0,"1,02",0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3185",0,0,0,1,0,1,,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1994","0,2896","0,2554","0,3425",,"0,7496","0,7793","-0,0298",1,0,0,0,1,1,0,3,1,0,3,3,1,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
829,50,"-0,5",1,0,"1,55",0,1,1,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3181",1,0,0,1,0,1,,,,,,,0,0,1,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1992","0,2826","0,2540","0,3211",,"0,9852","0,9957","-0,0105",3,2,0,1,0,0,2,3,3,1,0,3,1,,,,,,,,,,,,6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",0
830,50,-2,0,0,"1,44",0,0,1,0,1,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3177",1,1,1,0,1,1,,,,,,,0,1,0,1,1,,,,,,1,0,1,,,,,,,1,1,,,,,,1,1,,,"0,1969","0,2421","0,2524","0,2900",,"1,0000","0,9957","0,0043",0,2,0,2,2,2,1,1,1,2,0,3,2,,,,,,,,,,,,7,7,"0,5","0,5",-1,-1,7,6,"0,5384615385","0,4615384615","-0,8930847961","-1,115477217",0
831,50,"2,5",3,0,"24,88",1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3185",1,0,1,0,0,0,,,,,,,0,1,0,0,0,,,,,,0,0,0,,,,,,,1,0,,,,,,1,0,,,"0,1984","0,2738","0,2535","0,3149",,"0,9403","0,8905","0,0498",1,3,1,0,2,2,3,0,0,1,0,1,0,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
832,50,-2,0,0,"1,07",0,0,1,0,1,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3181",1,1,0,1,0,1,,,,,,,0,0,0,1,0,,,,,,1,1,1,,,,,,,1,0,,,,,,0,1,,,"0,1968","0,2607","0,2524","0,3093",,"0,9403","0,9612","-0,0210",0,3,0,2,2,1,0,2,0,1,0,3,0,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",0
833,50,"2,5",3,0,"39,87",1,1,0,0,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3189",0,0,0,0,0,1,,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,1,0,,,,,,0,1,,,"0,1983","0,2870","0,2536","0,3302",,"0,9403","0,8905","0,0498",2,0,0,0,2,1,1,1,3,0,1,2,0,,,,,,,,,,,,5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
834,50,"2,5",3,0,"11,18",1,1,0,0,1,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3198",0,1,0,1,0,1,,,,,,,0,0,1,1,0,,,,,,1,1,1,,,,,,,0,0,,,,,,0,1,,,"0,2005","0,2999","0,2553","0,3400",,"0,9852","0,9612","0,0240",2,1,1,2,0,0,1,3,3,0,1,2,0,,,,,,,,,,,,6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",0
835,50,-2,0,0,"1,07",0,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3194",0,0,1,0,1,0,,,,,,,0,1,0,0,0,,,,,,0,0,0,,,,,,,0,1,,,,,,1,0,,,"0,2010","0,3035","0,2556","0,3379",,"0,7496","0,7793","-0,0298",3,0,1,0,1,2,0,1,0,2,0,0,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
836,50,"-0,5",1,0,"2,64",0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3190",1,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2004","0,3080","0,2574","0,3644",,"0,3712","0,3912","-0,0200",0,2,0,0,0,1,1,0,0,1,1,1,0,,,,,,,,,,,,1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0
837,50,"-0,5",1,0,"1,79",0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3186",0,0,0,1,0,1,,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,2004","0,2799","0,2577","0,3574",,"0,7496","0,7793","-0,0298",3,1,1,0,0,0,1,2,0,1,1,3,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
838,50,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3182",0,0,0,0,0,1,,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2038","0,3260","0,2594","0,3818",,"0,3712","0,3912","-0,0200",0,1,0,0,0,1,0,1,0,1,0,2,0,,,,,,,,,,,,1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0
839,50,-2,0,0,"1,01",0,0,1,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3179",1,0,0,0,0,1,,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2032","0,2940","0,2590","0,3682",,"0,8631","0,8905","-0,0274",0,3,1,0,0,0,3,1,3,1,1,2,1,,,,,,,,,,,,4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
840,50,-2,0,0,"1,02",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3175",0,0,0,0,1,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,0,0,,,"0,2028","0,3005","0,2588","0,3732",,"0,8366","0,8631","-0,0265",0,0,1,0,1,1,2,0,2,3,1,1,3,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
841,50,-2,0,0,"1,36",0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3171",0,1,0,0,1,1,0,,,,,,1,0,0,1,1,,,,,,1,0,1,,,,,,,1,1,,,,,,0,1,,,"0,2006","0,2825","0,2572","0,3586",,"0,9968","1,0000","-0,0032",2,1,3,2,3,1,0,0,1,2,0,3,3,0,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",7,7,"0,5","0,5",-1,-1,0
842,50,"-0,5",1,0,"2,49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3167",0,0,0,0,0,0,1,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2004","0,2726","0,2585","0,3577",,"0,5665","0,5917","-0,0252",1,1,1,0,1,0,1,0,1,1,0,1,3,3,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
843,50,"-0,5",1,0,"1,64",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3164",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,2003","0,2718","0,2597","0,3582",,"0,5665","0,5917","-0,0252",0,0,1,0,3,0,1,0,0,1,0,1,1,3,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
844,50,-2,0,0,"1,18",0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3160",0,1,1,1,0,1,1,,,,,,0,1,0,1,0,,,,,,1,1,1,,,,,,,0,0,,,,,,1,1,,,"0,1984","0,2327","0,2584","0,3326",,"0,9710","0,9852","-0,0143",2,0,0,3,1,2,1,3,0,0,0,3,0,3,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
845,50,"2,5",2,0,"5,96",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3168",1,0,0,1,0,1,0,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1984","0,2230","0,2580","0,3140",,"0,8366","0,7496","0,0870",0,3,1,0,0,1,1,2,1,1,1,3,1,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",4
846,50,-2,0,0,"1,02",0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3164",0,0,0,0,1,1,0,,,,,,0,0,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1966","0,1969","0,2567","0,2948",,"0,9710","0,9852","-0,0143",3,0,1,0,1,1,3,0,1,2,3,2,3,1,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
847,50,"2,5",2,0,"3,66",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3172",1,0,0,1,0,0,0,,,,,,0,0,0,0,0,,,,,,0,1,0,,,,,,,1,0,,,,,,0,0,,,"0,1972","0,1829","0,2575","0,2868",,"0,9183","0,8631","0,0552",3,2,0,0,2,0,0,2,1,0,1,0,1,1,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5
848,50,-2,0,0,"1,01",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3168",1,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1960","0,1752","0,2567","0,2818",,"0,9183","0,9403","-0,0220",2,2,3,1,0,1,3,1,1,1,1,0,2,1,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
849,50,"-0,5",1,0,"1,51",0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3165",0,1,1,0,0,0,0,,,,,,1,1,1,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1959","0,1678","0,2559","0,2666",,"0,9183","0,9403","-0,0220",2,1,2,2,1,3,1,0,3,1,0,0,1,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
850,50,-2,0,0,"1,25",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3161",0,1,0,0,1,0,0,,,,,,1,0,0,0,0,,,,,,1,0,0,,,,,,,0,1,,,,,,0,0,,,"0,1967","0,1730","0,2563","0,2652",,"0,7219","0,7496","-0,0277",1,1,2,3,0,1,0,0,0,2,0,0,1,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
851,50,-2,0,0,"1,42",0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3157",0,1,1,1,0,0,1,,,,,,0,1,0,0,1,,,,,,1,1,0,,,,,,,0,0,,,,,,1,0,,,"0,1948","0,1575","0,2551","0,2479",,"0,9710","0,9852","-0,0143",0,0,1,3,0,3,1,2,0,1,2,1,3,2,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
852,50,"-0,5",1,0,"1,74",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3154",0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1949","0,1746","0,2556","0,2681",,"0,7219","0,7496","-0,0277",1,1,3,1,1,0,0,0,0,0,3,0,2,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
853,50,"2,5",2,0,"4,41",1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3162",0,0,1,0,1,1,0,,,,,,1,1,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,1,1,,,"0,1961","0,1849","0,2574","0,2784",,"0,9968","1,0000","-0,0032",3,0,3,0,0,2,2,1,0,3,0,2,3,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
