"145,64",3,3,6,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
556,"183,14","7,5",2,1,"7,58",1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3214",0,0,0,0,,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1780","0,2088","0,2499","0,2189",,"0,7219","0,5033","0,2187",0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",2
557,"183,14","7,5",2,0,"3,89",1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3226",0,0,1,1,,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,0,,,,,,,1,,,,"0,1812","0,1985","0,2530","0,2214",,"0,9710","0,9183","0,0527",2,1,0,0,1,2,0,2,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4
558,"183,14","7,5",2,0,"6,51",1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3238",0,0,0,0,,,,,,,,,1,0,0,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1820","0,1940","0,2535","0,2162",,"0,8813","0,7642","0,1171",0,0,2,0,1,1,2,1,1,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",3
559,"183,14","-1,5",1,0,"2,68",0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3232",1,0,0,1,,,,,,,,,1,0,0,,,,,,,,0,1,,,,,,,,0,,,,,,,0,,,,"0,1817","0,1900","0,2504","0,2050",,"0,9710","0,9911","-0,0201",1,2,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
560,"183,14",-6,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3226",1,0,0,0,,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1840","0,1973","0,2518","0,2193",,"0,7219","0,7642","-0,0423",1,2,1,1,1,0,1,0,2,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
561,"183,14",-6,0,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3221",1,1,1,1,,,,,,,,,0,1,0,,,,,,,,1,1,,,,,,,,0,,,,,,,1,,,,"0,1790","0,1856","0,2487","0,2081",,"0,9710","0,9911","-0,0201",0,2,0,2,1,2,0,2,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
562,"183,14",-6,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3215",0,1,0,0,,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1813","0,2094","0,2501","0,2224",,"0,7219","0,7642","-0,0423",0,0,2,2,0,1,0,0,0,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
563,"183,14",-6,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3209",0,0,0,0,,,,,,,,,1,0,0,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1895","0,2283","0,2540","0,2309",,"0,4690","0,5033","-0,0343",0,1,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,9,"0,1","0,9","-3,321928095","-0,1520030934",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
564,"183,14",-6,0,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3204",1,0,0,1,,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,,,,,,,0,,,,"0,1916","0,2145","0,2552","0,2247",,"0,7219","0,7642","-0,0423",0,2,1,0,0,0,0,2,1,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
565,"183,14",-6,0,0,1,0,0,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3198",1,0,1,0,,,,,,,,,1,1,0,,,,,,,,0,0,,,,,,,,0,,,,,,,1,,,,"0,1867","0,1961","0,2523","0,2135",,"0,9710","0,9911","-0,0201",0,2,2,0,1,2,2,0,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
566,"183,14",-6,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3192",0,1,0,0,,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1888","0,2198","0,2535","0,2278",,"0,7219","0,7642","-0,0423",0,0,1,2,1,0,1,0,2,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
567,"183,14",-6,0,0,1,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3187",0,0,0,1,,,,,,,,,0,0,1,,,,,,,,0,1,,,,,,,,1,,,,,,,0,,,,"0,1867","0,2098","0,2523","0,2220",,"0,8813","0,9183","-0,0370",1,0,1,0,2,1,0,2,2,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
568,"183,14",-6,0,0,1,0,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3181",1,1,0,0,,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,1,,,,,,,0,,,,"0,1820","0,1952","0,2494","0,2187",,"0,9710","0,9911","-0,0201",0,2,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
569,"183,14",-6,0,0,1,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3175",0,0,1,1,,,,,,,,,0,1,1,,,,,,,,0,1,,,,,,,,0,,,,,,,1,,,,"0,1799","0,2054","0,2482","0,2254",,"0,8813","0,9183","-0,0370",0,1,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
570,"183,14",-6,0,0,1,0,1,0,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3170",0,0,1,0,,,,,,,,,1,1,1,,,,,,,,0,0,,,,,,,,1,,,,,,,1,,,,"0,1753","0,2004","0,2454","0,2222",,"0,9710","0,9183","0,0527",2,0,2,0,2,2,2,1,2,,,,,,,,,,,,,,,,6,4,"0,6","0,4","-0,7369655942","-1,321928095",6,3,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",0
571,"183,14",-6,0,0,1,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3164",0,0,0,0,,,,,,,,,1,0,0,,,,,,,,0,0,,,,,,,,1,,,,,,,0,,,,"0,1733","0,1893","0,2443","0,2134",,"0,8813","0,9183","-0,0370",1,1,2,0,2,1,2,0,1,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
572,"183,14",-6,0,0,1,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3159",0,1,0,0,,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,1,,,,,,,0,,,,"0,1689","0,1753","0,2415","0,2103",,"0,9710","0,9911","-0,0201",1,0,0,2,2,1,2,0,2,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
573,"183,14",-6,0,0,1,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3153",1,1,0,1,,,,,,,,,0,0,0,,,,,,,,1,1,,,,,,,,0,,,,,,,0,,,,"0,1670","0,1678","0,2404","0,2167",,"0,8813","0,9183","-0,0370",0,2,0,2,0,0,1,2,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
574,"183,14",-6,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3148",0,1,0,0,,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1746","0,1969","0,2440","0,2323",,"0,4690","0,5033","-0,0343",0,0,1,2,0,0,0,1,1,,,,,,,,,,,,,,,,1,9,"0,1","0,9","-3,321928095","-0,1520030934",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
575,"183,14",-6,0,0,1,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3142",0,0,1,1,,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,1,,,,,,,1,,,,"0,1727","0,1726","0,2429","0,2193",,"0,8813","0,9183","-0,0370",1,1,1,0,2,2,0,2,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
576,"183,14",-6,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3137",0,0,1,1,,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,0,,,,,,,1,,,,"0,1747","0,1778","0,2441","0,2287",,"0,7219","0,7642","-0,0423",1,0,0,0,1,2,0,2,0,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
577,"183,14",-6,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3131",1,0,0,0,,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1819","0,2000","0,2476","0,2365",,"0,4690","0,5033","-0,0343",0,2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,1,9,"0,1","0,9","-3,321928095","-0,1520030934",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
578,"183,14",-6,0,0,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3126",0,1,0,0,,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1800","0,1773","0,2465","0,2235",,"0,8813","0,9183","-0,0370",2,0,0,2,1,0,2,0,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
579,"183,14",-6,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3121",0,1,0,0,,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1869","0,1891","0,2499","0,2269",,"0,4690","0,5033","-0,0343",0,0,1,2,0,1,1,1,0,,,,,,,,,,,,,,,,1,9,"0,1","0,9","-3,321928095","-0,1520030934",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
580,"183,14",-6,0,0,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3115",1,0,1,0,,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,0,,,,,,,1,,,,"0,1850","0,1671","0,2487","0,2145",,"0,8813","0,9183","-0,0370",1,2,1,0,1,2,0,1,2,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
581,"183,14",-6,0,0,1,0,0,1,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3110",1,0,1,1,,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,1,,,,,,,1,,,,"0,1808","0,1539","0,2461","0,2115",,"0,9710","0,9911","-0,0201",0,2,1,0,2,2,1,2,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
582,"183,14",-6,0,0,1,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3105",1,1,1,0,,,,,,,,,0,1,0,,,,,,,,1,0,,,,,,,,0,,,,,,,1,,,,"0,1790","0,1621","0,2450","0,2177",,"0,8813","0,9183","-0,0370",0,2,1,2,0,2,1,0,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
583,"183,14",-6,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3099",0,1,0,0,,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1857","0,1876","0,2483","0,2324",,"0,4690","0,5033","-0,0343",1,1,1,2,1,1,0,1,1,,,,,,,,,,,,,,,,1,9,"0,1","0,9","-3,321928095","-0,1520030934",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
584,"183,14",-6,0,0,1,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3094",0,1,0,0,,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,1,,,,,,,0,,,,"0,1816","0,1930","0,2457","0,2151",,"0,9710","0,9911","-0,0201",0,0,2,2,2,0,2,1,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
585,"183,14",-6,0,0,1,0,0,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3089",0,0,1,0,,,,,,,,,1,1,0,,,,,,,,0,0,,,,,,,,0,,,,,,,1,,,,"0,1798","0,2012","0,2446","0,2213",,"0,8813","0,9183","-0,0370",0,0,2,0,1,2,2,1,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
586,"183,14",-6,0,0,1,0,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3083",0,0,1,1,,,,,,,,,1,1,0,,,,,,,,0,1,,,,,,,,0,,,,,,,1,,,,"0,1751","0,1950","0,2416","0,2165",,"1,0000","0,9911","0,0089",2,1,2,0,0,2,2,2,1,,,,,,,,,,,,,,,,5,5,"0,5","0,5",-1,-1,5,4,"0,5555555556","0,4444444444","-0,8479969066","-1,169925001",0
587,"183,14",-6,0,0,1,0,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2167",13,,"0,3078",0,1,0,0,,,,,,,,,1,0,1,,,,,,,,1,0,,,,,,,,0,,,,,,,0,,,,"0,1712","0,1672","0,2391","0,1908",,"0,9710","0,9911","-0,0201",1,1,2,2,1,1,2,0,2,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
588,"183,14",-6,0,0,1,0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2167",13,,"0,3073",0,0,0,1,,,,,,,,,1,0,0,,,,,,,,0,1,,,,,,,,0,,,,,,,0,,,,"0,1674","0,1518","0,2366","0,1919",,"0,9710","0,9911","-0,0201",2,1,2,1,1,0,2,2,1,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
589,"183,14",-6,0,0,1,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2000",12,,"0,3068",1,0,0,1,,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,1,,,,,,,0,,,,"0,1658","0,1286","0,2356","0,1693",,"0,8813","0,9183","-0,0370",1,2,1,0,2,1,0,2,1,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
590,"183,14",-6,0,0,1,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2000",12,,"0,3063",1,0,1,1,,,,,,,,,0,1,1,,,,,,,,0,1,,,,,,,,0,,,,,,,1,,,,"0,1620","0,1157","0,2332","0,1666",,"0,9710","0,9911","-0,0201",1,2,1,0,1,2,0,2,2,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
591,"183,14",-6,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2000",12,,"0,3057",0,0,0,0,,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1740","0,1357","0,2363","0,1836",,"0,0000","0,0000","0,0000",1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,0,10,0,1,#NUM!,0,0,9,0,1,#NUM!,0,0
592,"183,14",-6,0,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2000",12,,"0,3052",1,0,0,1,,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,,,,,,,0,,,,"0,1756","0,2029","0,2373","0,1786",,"0,7219","0,7642","-0,0423",1,2,1,1,0,1,0,2,0,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
593,"183,14",-6,0,0,1,0,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2000",12,,"0,3047",1,0,0,1,,,,,,,,,1,0,0,,,,,,,,0,1,,,,,,,,1,,,,,,,0,,,,"0,1713","0,1962","0,2345","0,1677",,"1,0000","0,9911","0,0089",2,2,2,0,2,0,1,2,0,,,,,,,,,,,,,,,,5,5,"0,5","0,5",-1,-1,5,4,"0,5555555556","0,4444444444","-0,8479969066","-1,169925001",0
594,"183,14",-6,0,0,1,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1833",11,,"0,3042",0,1,0,1,,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,1,,,,,,,0,,,,"0,1677","0,1680","0,2322","0,1389",,"0,9710","0,9911","-0,0201",1,1,2,2,2,0,1,2,0,,,,,,,,,,,,,,,,4,6,"0,4","0,6","-1,321928095","-0,7369655942",4,5,"0,4444444444","0,5555555556","-1,169925001","-0,8479969066",0
595,"183,14",-6,0,0,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1833",11,,"0,3037",0,0,1,0,,,,,,,,,1,1,0,,,,,,,,0,0,,,,,,,,0,,,,,,,1,,,,"0,1662","0,1568","0,2312","0,1441",,"0,8813","0,9183","-0,0370",2,0,2,0,0,2,0,0,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
596,"183,14",-6,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,3032",0,0,0,0,,,,,,,,,1,0,0,,,,,,,,0,0,,,,,,,,0,,,,,,,0,,,,"0,1721","0,1585","0,2342","0,1424",,"0,4690","0,5033","-0,0343",1,1,2,1,0,1,1,1,0,,,,,,,,,,,,,,,,1,9,"0,1","0,9","-3,321928095","-0,1520030934",1,8,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
597,"183,14",-6,0,0,1,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,3027",1,0,0,1,,,,,,,,,1,0,0,,,,,,,,0,1,,,,,,,,0,,,,,,,0,,,,"0,1705","0,1820","0,2333","0,1312",,"0,8813","0,9183","-0,0370",1,2,2,1,0,1,1,2,0,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
598,"183,14",-6,0,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,3022",1,0,0,1,,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,,,,,,,0,,,,"0,1721","0,1807","0,2342","0,1386",,"0,7219","0,7642","-0,0423",0,2,1,0,0,1,0,2,0,,,,,,,,,,,,,,,,2,8,"0,2","0,8","-2,321928095","-0,3219280949",2,7,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
599,"183,14",-6,0,0,1,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,3017",1,0,0,1,,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,1,,,,,,,0,,,,"0,1706","0,1757","0,2333","0,1342",,"0,8813","0,9183","-0,0370",1,2,0,0,2,1,1,2,1,,,,,,,,,,,,,,,,3,7,"0,3","0,7","-1,736965594","-0,5145731728",3,6,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",0
600,"183,14",-6,0,0,1,0,1,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,3012",0,0,1,0,0,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,1,0,,,,,,1,,,,"0,1677","0,1646","0,2314","0,1330",,"0,9457","0,9710","-0,0253",2,0,1,0,2,2,1,1,2,1,,,,,,,,,,,,,,,4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",4,6,"0,4","0,6","-1,321928095","-0,7369655942",0
601,"183,14",-6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,3007",0,0,1,1,0,,,,,,,,0,1,1,,,,,,,,0,1,,,,,,,,0,0,,,,,,1,,,,"0,1669","0,1427","0,2310","0,1092",,"0,8454","0,8813","-0,0359",0,0,1,1,1,2,0,2,2,0,,,,,,,,,,,,,,,3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186",3,7,"0,3","0,7","-1,736965594","-0,5145731728",0
602,"183,14",-6,0,0,1,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,3002",0,1,0,0,1,,,,,,,,1,0,1,,,,,,,,1,0,,,,,,,,0,1,,,,,,0,,,,"0,1641","0,1398","0,2291","0,1067",,"0,9457","0,9710","-0,0253",0,1,2,2,1,1,0,1,2,2,,,,,,,,,,,,,,,4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",4,6,"0,4","0,6","-1,321928095","-0,7369655942",0
603,"183,14",-6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2997",1,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,1664","0,1511","0,2305","0,1169",,"0,6840","0,7219","-0,0379",0,2,1,1,0,1,0,1,1,2,,,,,,,,,,,,,,,2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172",2,8,"0,2","0,8","-2,321928095","-0,3219280949",0
604,"183,14",-6,0,0,1,0,0,0,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2992",0,1,0,1,1,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,0,1,,,,,,0,,,,"0,1636","0,1422","0,2287","0,1089",,"0,9457","0,9710","-0,0253",0,1,2,2,0,0,0,2,0,2,,,,,,,,,,,,,,,4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",4,6,"0,4","0,6","-1,321928095","-0,7369655942",0
605,"183,14",-6,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2987",0,1,0,1,0,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,0,0,,,,,,0,,,,"0,1609","0,1434","0,2269","0,1099",,"0,9457","0,9710","-0,0253",2,0,2,2,1,1,1,2,1,0,,,,,,,,,,,,,,,4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966",4,6,"0,4","0,6","-1,321928095","-0,7369655942",0
606,"183,14",-6,0,0,1,0,1,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2982",1,0,1,1,0,,,,,,,,0,1,1,,,,,,,,0,1,,,,,,,,0,0,,,,,,1,,,,"0,1571","0,1127","0,2244","0,0776",,"0,9940","0,9710","0,0231",2,2,1,0,1,2,2,2,2,1,,,,,,,,,,,,,,,6,5,"0,5454545455","0,4545454545","-0,8744691179","-1,137503524",6,4,"0,6","0,4","-0,7369655942","-1,321928095",0
